Right Collar Abduction;Right Collar Internal;Right Shoulder Abduction;Right Shoulder Internal;Right Shoulder Flexion;Right Elbow Pronation;Right Elbow Flexion;Right Wrist Ulnar;Right Wrist Flexion;Right Hip Flexion;Right Knee Flexion;Right Ankle Dorsiflexion;Left Collar Abduction;Left Collar Internal;Left Shoulder Abduction;Left Shoulder Internal;Left Shoulder Flexion;Left Elbow Pronation;Left Elbow Flexion;Left Wrist Ulnar;Left Wrist Flexion;Left Hip Flexion;Left Knee Flexion;Left Ankle Dorsiflexion;Right Pelvis X;Right Pelvis Y;Right Pelvis Z;Right Pelvis Q0;Right Pelvis Q1;Right Pelvis Q2;Right Pelvis Q3;Left Pelvis X;Left Pelvis Y;Left Pelvis Z;Left Pelvis Q0;Left Pelvis Q1;Left Pelvis Q2;Left Pelvis Q3;RLeft Collar Abduction;RLeft Collar Internal;RLeft Shoulder Abduction;RLeft Shoulder Internal;RLeft Shoulder Flexion;RLeft Elbow Pronation;RLeft Elbow Flexion;RLeft Wrist Ulnar;RLeft Wrist Flexion;RLeft Hip Flexion;RLeft Knee Flexion;RLeft Ankle Dorsiflexion;LRight Collar Abduction;LRight Collar Internal;LRight Shoulder Abduction;LRight Shoulder Internal;LRight Shoulder Flexion;LRight Elbow Pronation;LRight Elbow Flexion;LRight Wrist Ulnar;LRight Wrist Flexion;LRight Hip Flexion;LRight Knee Flexion;LRight Ankle Dorsiflexion
-5,439084766;0,463581;19,1883388;36,62606717;65,53360931;63,60601031;75,38522246;-2,538966832;-6,188389532;44,31019011;72,47434257;-2,482346848;-6,531059013;-0,751858861;16,8871976;26,84886607;60,73321314;64,83115306;71,03879925;3,363922205;-4,597942179;42,93095408;73,61977299;0,785172402;-0,097066755;-0,251572829;0,378332726;0,680822937;0,166794649;-0,189562423;0,676567357;-0,116141463;-0,245094208;0,38320577;0,697003154;0,167885162;-0,200851536;0,656004919;-6,551084499;0,36337973;-1,04550586;44,97623773;70,63483199;108,716101;-4,000126598;-2,895120814;-0,002577121;44,86761262;74,79645168;1,023182423;-4,596452691;0,006870073;5,666735417;49,29185248;73,34315823;118,9593537;1,631833866;-9,15720489;-1,887722058;42,33125397;71,46773756;-2,597879316
-5,442715001;0,459030289;19,25400605;36,55686946;65,45742178;63,07351895;76,02749515;-2,503684684;-6,127956247;44,30987843;72,47563698;-2,482235753;-6,533535306;-0,751906841;16,9394149;26,78814042;60,65524574;64,27539804;71,66982578;3,379769875;-4,547773421;42,93066371;73,62078926;0,785239886;-0,097065137;-0,251575796;0,37832715;0,680820487;0,166807991;-0,18956869;0,676563854;-0,116142935;-0,245097642;0,383201118;0,696997553;0,167890839;-0,200863149;0,656005408;-6,550061106;0,36532229;-1,042589935;44,96976323;70,63345391;108,7161674;-4,000678048;-2,894638677;-0,002717433;44,8669233;74,79724959;1,023218249;-4,599977976;0,005919909;5,672926;49,28756898;73,34054345;118,9594646;1,632773657;-9,157282777;-1,88725068;42,33084159;71,4687853;-2,59782417
-5,445992249;0,455040753;19,31761513;36,48925008;65,3815697;62,54436517;76,66878695;-2,469472505;-6,065441597;44,30917839;72,47674723;-2,482132676;-6,535927103;-0,751653013;16,99130878;26,72847989;60,57819165;63,7184507;72,30158879;3,395339552;-4,496935876;42,93015923;73,62171639;0,785296165;-0,097063772;-0,251578596;0,378321759;0,680818063;0,166822571;-0,189576275;0,676559928;-0,116144052;-0,245100863;0,383196795;0,696991826;0,167897376;-0,200875042;0,656005886;-6,54912845;0,366637089;-1,03996811;44,96271444;70,63260368;108,7161604;-4,000936384;-2,894226121;-0,002779539;44,86589498;74,7979999;1,023342796;-4,603431359;0,00469442;5,678582599;49,28325652;73,3379921;118,9597767;1,633285302;-9,157412523;-1,886828562;42,33018707;71,46974901;-2,597743082
-5,449299428;0,451268908;19,38075044;36,42234017;65,30759651;62,01800351;77,31014973;-2,435020509;-6,002863509;44,30879417;72,47799251;-2,482010238;-6,538590959;-0,751338875;17,04351198;26,66931161;60,50214962;63,16049418;72,93438729;3,410785183;-4,446627037;42,92981343;73,62278175;0,785390478;-0,09706277;-0,251581383;0,378316154;0,680816035;0,166835875;-0,189582963;0,676556075;-0,116144769;-0,245104351;0,383192163;0,696986264;0,167904454;-0,200886473;0,65600594;-6,548082736;0,367766163;-1,037688513;44,95555709;70,63198601;108,7161993;-4,001247291;-2,893921391;-0,002747376;44,86516728;74,79891107;1,023485244;-4,606579566;0,003396784;5,684087129;49,27875037;73,33574618;118,9603174;1,633878868;-9,157553926;-1,886364419;42,32983198;71,47085314;-2,597658769
-5,45249685;0,447799018;19,44401743;36,35611851;65,23449161;61,49197571;77,95230676;-2,401000742;-5,940012232;44,30865761;72,4793339;-2,48189364;-6,541543402;-0,751235242;17,09544496;26,61085628;60,42716799;62,60307176;73,56745782;3,426328353;-4,396465512;42,9302831;73,62439202;0,785534396;-0,097061835;-0,251584076;0,378310512;0,680814013;0,166848187;-0,189588737;0,676552627;-0,116145401;-0,245108525;0,383186389;0,696982427;0,167911049;-0,200895563;0,65600432;-6,54705851;0,368547506;-1,035388843;44,94865217;70,6312571;108,716365;-4,001342097;-2,893449231;-0,002787711;44,86467508;74,79992808;1,023630921;-4,609517078;0,002283345;5,689638975;49,27403473;73,33347821;118,961241;1,635118931;-9,157744797;-1,885835415;42,33041363;71,47237451;-2,597550826
-5,455450325;0,444927394;19,50589994;36,2907092;65,16183214;60,96736918;78,59147787;-2,367760123;-5,875260469;44,3083197;72,48064058;-2,481741593;-6,544605628;-0,751459946;17,14573145;26,55385323;60,35257756;62,04862664;74,19972708;3,442692522;-4,345890243;42,93085182;73,62602865;0,78570375;-0,097061022;-0,251586534;0,378305037;0,680811642;0,166861152;-0,189595021;0,676549341;-0,116145912;-0,245112571;0,383180706;0,696978925;0,167917216;-0,200903986;0,656002591;-6,546155288;0,36866202;-1,033283475;44,94206297;70,62977591;108,7171161;-4,00169571;-2,89289231;-0,0028955;44,86397356;74,80087384;1,023783961;-4,612447677;0,001138916;5,695110812;49,26942172;73,33133355;118,9621523;1,6365528;-9,158025215;-1,885212154;42,33106151;71,47390777;-2,597414574
-5,458450239;0,441986858;19,56666691;36,22674337;65,09008936;60,44388703;79,22961027;-2,335149587;-5,809648328;44,30773242;72,48186586;-2,481548614;-6,547436091;-0,751949792;17,19481789;26,49794957;60,27816336;61,49853659;74,83078118;3,458653945;-4,295042927;42,93145607;73,62765121;0,785870753;-0,097060222;-0,251588662;0,378299888;0,680808733;0,166874544;-0,189601507;0,676546497;-0,116146109;-0,245116429;0,383175296;0,696975007;0,167923383;-0,200912083;0,656001231;-6,545202977;0,368728445;-1,031583475;44,93537641;70,62809202;108,7179453;-4,002141261;-2,892174417;-0,002551149;44,86304615;74,80173007;1,023950275;-4,615557498;-8,54254E-05;5,70056686;49,26490604;73,32905482;118,9630953;1,637915524;-9,158427353;-1,884543262;42,33174662;71,47545578;-2,597234733
-5,461593621;0,438958863;19,62669888;36,16362819;65,01944187;59,92219965;79,86804378;-2,30337009;-5,743270464;44,3070537;72,48304966;-2,481345639;-6,550022961;-0,752567607;17,24377873;26,44266271;60,20446124;60,94896287;75,46141385;3,474151511;-4,244674482;42,93206483;73,62924596;0,78605768;-0,097059586;-0,251590768;0,378294672;0,68080576;0,1668881;-0,189608301;0,676543566;-0,116146185;-0,245120251;0,383169922;0,696971039;0,167929329;-0,200919599;0,656000023;-6,54401268;0,36883009;-1,029696719;44,92919033;70,62641686;108,7182886;-4,002739923;-2,891547471;-0,002364751;44,86204524;74,80256577;1,024125144;-4,618731995;-0,00135706;5,706327347;49,26080473;73,3267036;118,9638555;1,639211813;-9,158692371;-1,883783256;42,33253939;71,47706427;-2,597024689
-5,464643667;0,4356291;19,68613254;36,10108668;64,95004626;59,4031888;80,50610314;-2,272945457;-5,675913748;44,30655725;72,48432113;-2,481133333;-6,552598215;-0,753304363;17,29192698;26,38797601;60,13148363;60,40040712;76,09192214;3,489247628;-4,193906437;42,93257918;73,63079417;0,786267665;-0,097059148;-0,251592759;0,378289367;0,680803311;0,166900682;-0,18961478;0,67654048;-0,116145801;-0,245123933;0,383164613;0,696967037;0,16793543;-0,200927342;0,655998767;-6,54276888;0,369082373;-1,027637873;44,92307437;70,6246349;108,7186885;-4,003404715;-2,891252613;-0,00250133;44,86120952;74,80350681;1,024334892;-4,621952273;-0,002500632;5,712333147;49,25699665;73,324225;118,9643872;1,640557199;-9,158782577;-1,883140948;42,33326786;71,4786515;-2,596798628
-5,467654144;0,432136378;19,74462736;36,04020126;64,88119235;58,88550677;81,1430376;-2,243337677;-5,606473117;44,3063636;72,48577676;-2,480897107;-6,555187864;-0,754016147;17,33930299;26,33450144;60,05949556;59,85463584;76,72027061;3,504709601;-4,141895229;42,93196186;73,63166812;0,786508595;-0,097058969;-0,251594591;0,378283842;0,680801371;0,166911965;-0,189620606;0,676537318;-0,116145418;-0,245126967;0,383159984;0,696960912;0,167942767;-0,20093793;0,655999551;-6,541803681;0,369310419;-1,025312505;44,91717919;70,62232486;108,7193895;-4,004476624;-2,891135896;-0,002604734;44,86069514;74,80463167;1,02453206;-4,625322162;-0,003718189;5,718415286;49,25386684;73,32182062;118,9637426;1,641399927;-9,158745536;-1,882867839;42,33272785;71,47973313;-2,596566778
-5,470482745;0,428607785;19,8023921;35,97969424;64,81263746;58,37029968;81,778528;-2,21520133;-5,536121042;44,30612296;72,48722249;-2,480682551;-6,55785186;-0,75486701;17,38503116;26,2823392;59,98860602;59,31139028;77,34743834;3,519787493;-4,088947453;42,93131067;73,63246967;0,786718056;-0,097058921;-0,251596307;0,37827837;0,680799363;0,166923399;-0,189626753;0,676534232;-0,116144959;-0,245129749;0,383155677;0,696953691;0,167949926;-0,20094792;0,656001529;-6,541089339;0,369327661;-1,022922195;44,91135199;70,62001045;108,7200158;-4,005309595;-2,890896029;-0,002841905;44,86011223;74,805696;1,024680229;-4,628520931;-0,006411473;5,723210988;49,25144841;73,31956751;118,9629973;1,642092892;-9,158817476;-1,882540853;42,33213999;71,48083799;-2,596277118
-5,473076784;0,424958058;19,8590525;35,92027178;64,74429693;57,85747789;82,41405851;-2,189161545;-5,467204099;44,30594051;72,48863598;-2,48043958;-6,560252409;-0,755395166;17,42996164;26,23070107;59,91844433;58,76723521;77,97487536;3,534558509;-4,034739623;42,93025946;73,63300461;0,786823974;-0,097059091;-0,251597903;0,378272932;0,680797429;0,166934637;-0,189632955;0,676530934;-0,116144298;-0,2451323;0,383151962;0,69694616;0,167958393;-0,200958394;0,656003658;-6,540493788;0,369371851;-1,020490269;44,90585786;70,61768431;108,7208803;-4,006241981;-2,890576721;-0,0032617;44,85963018;74,80681108;1,024828186;-4,631806047;-0,009556557;5,727495121;49,2495595;73,31732898;118,9621888;1,642506404;-9,158939414;-1,882123289;42,33115468;71,48174688;-2,595903132
-5,47560008;0,421119307;19,91333883;35,86257259;64,67779981;57,34663509;83,04774276;-2,164199777;-5,397341762;44,30565787;72,49003724;-2,480173809;-6,562601756;-0,75554643;17,47573886;26,17891998;59,84877354;58,2242343;78,60270474;3,549138743;-3,979613578;42,92890425;73,6333084;0,786975702;-0,097059537;-0,251599234;0,37826758;0,680795452;0,1669458;-0,189639547;0,676527619;-0,116143639;-0,245134913;0,383148518;0,69693845;0,167968385;-0,200969873;0,656005864;-6,539932492;0,369593201;-1,017860837;44,90066766;70,61554344;108,7213842;-4,006982045;-2,890233755;-0,003788601;44,85905527;74,80788015;1,024941214;-4,635246989;-0,012842025;5,731677529;49,24784081;73,3149744;118,9612129;1,642297008;-9,15909613;-1,881624295;42,32990623;71,48250327;-2,595460684
-5,478371337;0,417409324;19,96688744;35,80647785;64,61231915;56,83774791;83,67968959;-2,140001849;-5,326250411;44,30514071;72,49134267;-2,479915401;-6,564872847;-0,755549528;17,5217427;26,12875531;59,78099501;57,68188651;79,22814817;3,563041169;-3,924987117;42,92750942;73,63365272;0,787568937;-0,097060239;-0,251600284;0,378262395;0,680793316;0,166956829;-0,189646784;0,67652445;-0,116142744;-0,245137684;0,383145042;0,696932195;0,167979701;-0,200981903;0,656006589;-6,53950343;0,370128022;-1,015292664;44,8954816;70,61363819;108,7220676;-4,007678818;-2,8902175;-0,004114378;44,85830097;74,80883942;1,024975792;-4,638794428;-0,014723167;5,736561646;49,24614259;73,31219365;118,9599077;1,641605414;-9,159300011;-1,881204093;42,32864491;71,4831722;-2,594986095
-5,48098281;0,413667568;20,01858849;35,75167679;64,54775102;56,33396493;84,30858243;-2,116829379;-5,254412659;44,30393797;72,49232309;-2,479667077;-6,567338299;-0,755385858;17,56705903;26,07894442;59,71403853;57,14206024;79,85236696;3,577133594;-3,870260359;42,92624108;73,63404938;0,788238711;-0,097061058;-0,25160112;0,378257692;0,680790242;0,166970194;-0,189655995;0,676521458;-0,116141683;-0,245140466;0,383141752;0,696926584;0,167990541;-0,200993611;0,656007003;-6,539131237;0,370624949;-1,012952851;44,88990703;70,61181218;108,7227955;-4,008450811;-2,890502127;-0,004406001;44,85690052;74,80953827;1,025043218;-4,642273032;-0,016020227;5,741521875;49,24432294;73,30942371;118,9585675;1,640680356;-9,159426058;-1,880803031;42,3275029;71,48385727;-2,59450549
-5,483256908;0,410551691;20,06891268;35,69739268;64,4843375;55,83567978;84,93444276;-2,095002243;-5,183470912;44,30272856;72,49325734;-2,479411998;-6,569744458;-0,754757942;17,61339383;26,0296747;59,64803364;56,60342665;80,47604388;3,59119533;-3,815473102;42,92507356;73,63444615;0,788928284;-0,097062018;-0,251601826;0,378253248;0,68078736;0,166984014;-0,189665409;0,676518021;-0,116140318;-0,24514316;0,383138737;0,696920623;0,168000946;-0,20100479;0,65600783;-6,538766354;0,370196665;-1,010822273;44,88418793;70,61000838;108,7239625;-4,008664114;-2,890497007;-0,004613291;44,85548658;74,81032099;1,02528982;-4,64596173;-0,017281995;5,74637568;49,24226193;73,3069422;118,9572517;1,639168688;-9,159557223;-1,880429824;42,3264779;71,48456877;-2,594057198
-5,485313474;0,407529025;20,11921009;35,64451908;64,42087335;55,33793467;85,56020367;-2,073857675;-5,111034913;44,30145086;72,49418418;-2,479147958;-6,572172562;-0,75389339;17,65855713;25,98213964;59,58163969;56,06702852;81,09893212;3,605031307;-3,760485317;42,92400832;73,63494042;0,789601806;-0,097062904;-0,251602374;0,378248965;0,680784243;0,16699837;-0,189675338;0,676514769;-0,116138882;-0,245145814;0,383135774;0,696914546;0,168010595;-0,201015399;0,656008705;-6,538507343;0,369434055;-1,008793488;44,87857057;70,60802605;108,7254532;-4,008781565;-2,890147198;-0,004442796;44,85396004;74,81108555;1,025557843;-4,649747819;-0,018378625;5,751415704;49,24009782;73,30445639;118,9560154;1,637756474;-9,159823322;-1,880004983;42,3256219;71,48537657;-2,593647706
-5,487651703;0,402623758;20,16814937;35,5927714;64,35850177;54,84174758;86,18409973;-2,051746001;-5,037428604;44,3003344;72,49517849;-2,478919607;-6,574664267;-0,752998244;17,70252106;25,93664422;59,51542212;55,53271094;81,72115127;3,61842632;-3,705129937;42,92315495;73,63562581;0,790286583;-0,097063814;-0,251602647;0,378244905;0,680780246;0,167011392;-0,189684711;0,676512769;-0,116137501;-0,245148318;0,383132863;0,696908793;0,168019059;-0,201025015;0,656009359;-6,537942116;0,369058065;-1,007492306;44,87324133;70,60634911;108,7262773;-4,008981082;-2,889991504;-0,004472492;44,85255292;74,81188216;1,025824551;-4,653520243;-0,019452849;5,756490107;49,2379701;73,30191543;118,9548527;1,636801479;-9,160188548;-1,879760901;42,32504148;71,4863641;-2,593281673
-5,490261545;0,397621825;20,21647026;35,54178965;64,29726002;54,34923742;86,80669346;-2,030218768;-4,965533107;44,29936649;72,49616729;-2,47872088;-6,577368605;-0,752247744;17,74519673;25,89301615;59,45069409;55,0018468;82,34192693;3,631942031;-3,650288491;42,92242172;73,63636652;0,790991911;-0,097064765;-0,251602915;0,378240904;0,680777026;0,167023204;-0,18969363;0,676510398;-0,116135993;-0,245150764;0,383129925;0,696903436;0,168027013;-0,20103396;0,656009877;-6,537134718;0,368815683;-1,006586595;44,86789324;70,60501669;108,7264996;-4,009352966;-2,889778036;-0,004587082;44,85134147;74,81278233;1,026149162;-4,657100597;-0,02028401;5,761363789;49,23571654;73,29933138;118,9539754;1,635741242;-9,160474074;-1,879485301;42,32464416;71,48742898;-2,592910904
-5,493081575;0,392491318;20,26441525;35,49168078;64,2364792;53,8621945;87,42771663;-2,009476765;-4,892999812;44,2983406;72,49710853;-2,478498194;-6,580354467;-0,751366759;17,78609006;25,85103414;59,38637555;54,47205086;82,96129644;3,64558904;-3,595429235;42,92177195;73,63714794;0,791712133;-0,097065788;-0,251603088;0,378237043;0,680773724;0,167034847;-0,189702641;0,676508021;-0,116134369;-0,245153055;0,383127048;0,696898245;0,168034668;-0,201042406;0,656010456;-6,536122907;0,368533768;-1,005873918;44,86232819;70,60398171;108,7265624;-4,009724205;-2,889627802;-0,00465931;44,85008184;74,81367093;1,026516748;-4,660652646;-0,021098021;5,766037815;49,23316681;73,29684828;118,9534721;1,634676561;-9,160607349;-1,879421575;42,32435815;71,48854826;-2,592517827
-5,49592664;0,387998457;20,31145121;35,44252703;64,17703153;53,38074005;88,04645433;-1,98902284;-4,819415271;44,29716383;72,4979638;-2,478234058;-6,583336923;-0,750570325;17,82676583;25,81089676;59,32215542;53,94575377;83,57937037;3,658216467;-3,540263532;42,92098755;73,63777766;0,792357233;-0,097066768;-0,251603141;0,378233302;0,680770754;0,167046444;-0,18971188;0,676505327;-0,11613237;-0,245155193;0,383124448;0,69689288;0,168042707;-0,201050588;0,656011169;-6,534872889;0,367894949;-1,005307419;44,85712103;70,60293295;108,7267505;-4,010312378;-2,889302479;-0,004744035;44,8487875;74,81451675;1,026871258;-4,664284446;-0,021849522;5,770759457;49,23080412;73,29442;118,9527118;1,633473655;-9,160697441;-1,879330302;42,32392029;71,48958875;-2,592130543
-5,499022003;0,384485179;20,35850777;35,39362662;64,11847854;52,90273161;88,6636746;-1,968421271;-4,746317031;44,29617756;72,49881032;-2,477985499;-6,586375286;-0,750093268;17,86743286;25,77180962;59,25838301;53,42135897;84,19661181;3,670016027;-3,485900559;42,9203312;73,63830841;0,792569467;-0,09706795;-0,251603139;0,378229753;0,680769179;0,167056545;-0,189720387;0,676501683;-0,116130175;-0,245157207;0,383121921;0,696887871;0,168049585;-0,201057775;0,656012075;-6,533285639;0,367307136;-1,004684206;44,8524524;70,60191121;108,7263017;-4,011220609;-2,88903542;-0,004574251;44,84779719;74,81549302;1,027297772;-4,667916831;-0,022356783;5,775443491;49,22829633;73,29211397;118,9520285;1,632480503;-9,160736956;-1,879419205;42,32354435;71,49080402;-2,591757125
-5,50224256;0,381265693;20,40416727;35,34593266;64,06007914;52,42739498;89,27909951;-1,948541052;-4,672380695;44,29550752;72,49979145;-2,477775511;-6,589487649;-0,74943427;17,907322;25,73365251;59,19596527;52,89894478;84,81178617;3,681130069;-3,432098559;42,91992601;73,63896048;0,792792653;-0,097069334;-0,251603033;0,378226223;0,68076796;0,167065254;-0,189727945;0,676498225;-0,116127789;-0,245159223;0,383119303;0,696883244;0,168055641;-0,201064277;0,65601287;-6,531614537;0,3666755;-1,004031368;44,84749327;70,60114712;108,7261385;-4,012075314;-2,888863866;-0,00439354;44,84715461;74,81669629;1,027779819;-4,671456925;-0,02306694;5,779897615;49,22584942;73,29035203;118,9514093;1,631440346;-9,160877213;-1,879536823;42,3234028;71,49214183;-2,591345798
-5,505572942;0,378096422;20,44947872;35,29890468;64,00344702;51,9540716;89,89219054;-1,929557119;-4,598618286;44,29502075;72,50086549;-2,477526341;-6,592573795;-0,748811696;17,94592297;25,69589259;59,1339811;52,37898079;85,42455174;3,691811623;-3,378566227;42,91948486;73,63959928;0,793028027;-0,097070924;-0,251602828;0,378222625;0,680766918;0,167073032;-0,189735109;0,676494826;-0,116125256;-0,245161144;0,383116727;0,696878693;0,168061732;-0,201070546;0,656013778;-6,529784885;0,366045451;-1,003504738;44,84224145;70,60051208;108,726565;-4,012944547;-2,888758415;-0,004473449;44,84669438;74,81798829;1,028258956;-4,674989997;-0,023743563;5,784602638;49,22332469;73,28863035;118,9506596;1,63048028;-9,161082848;-1,879683833;42,32316688;71,49345963;-2,590900513
-5,508977257;0,375004134;20,49394498;35,25301326;63,94785083;51,48722445;90,50279404;-1,911348552;-4,524986488;44,29465205;72,50199007;-2,477220249;-6,5958122;-0,748218856;17,98402241;25,65832886;59,07324212;51,86397883;86,03490397;3,702890325;-3,324442719;42,91882107;73,64012712;0,793151098;-0,097072609;-0,25160243;0,378219024;0,680765984;0,167080088;-0,189741981;0,676491545;-0,116122903;-0,245162757;0,38311445;0,696874219;0,168067891;-0,201077022;0,656014688;-6,528060186;0,365568081;-1,002897613;44,83713557;70,59970868;108,7271137;-4,014049029;-2,88896448;-0,004394135;44,84635452;74,81931197;1,028755123;-4,678372734;-0,024074819;5,789607586;49,22109171;73,28686647;118,9502134;1,629790951;-9,161383219;-1,879735245;42,32271012;71,49466686;-2,590457215
-5,512530293;0,371847868;20,53761076;35,20831477;63,89308794;51,02652996;91,11088056;-1,894243605;-4,452160318;44,29425334;72,50308822;-2,476905385;-6,599340843;-0,747729845;18,02194543;25,62189734;59,013491;51,35103723;86,64368274;3,713880248;-3,270351075;42,91807626;73,64062274;0,793290407;-0,097074358;-0,251601857;0,378215536;0,680764768;0,167086955;-0,189748874;0,676488513;-0,116120548;-0,245164132;0,38311239;0,696869684;0,168074439;-0,201083726;0,656015551;-6,526172027;0,365202687;-1,002457982;44,83205019;70,59893452;108,7277196;-4,015307911;-2,889404816;-0,003921916;44,84598205;74,82061454;1,029274744;-4,681554989;-0,02432959;5,794491195;49,21931208;73,28522956;118,9492859;1,629286822;-9,161665309;-1,879959126;42,32219299;71,49584688;-2,590020144
-5,515975573;0,368849024;20,58083083;35,16414074;63,83982278;50,57077787;91,71636859;-1,878223595;-4,379832373;44,29354517;72,50399267;-2,476629573;-6,602902924;-0,747647581;18,05906562;25,58707188;58,95579233;50,84308574;87,24976862;3,723414859;-3,217504582;42,91738983;73,64109515;0,793533524;-0,097076205;-0,251601313;0,378212273;0,680763403;0,167094568;-0,189756738;0,676485241;-0,116117825;-0,245165454;0,383110404;0,696865189;0,168081326;-0,201089965;0,65601631;-6,524303003;0,364899072;-1,001997228;44,82735177;70,59829183;108,7283279;-4,01682607;-2,889741359;-0,003305681;44,84531403;74,82173263;1,029744416;-4,684373856;-0,024667327;5,799143445;49,21734831;73,28370256;118,9486135;1,628770971;-9,161873852;-1,880071751;42,32169177;71,49699754;-2,589598195
-5,519448074;0,365639649;20,62225211;35,12099892;63,78799251;50,12033542;92,3182558;-1,863236228;-4,308134236;44,29256446;72,50474396;-2,476378844;-6,606386048;-0,747685032;18,09940291;25,5508407;58,8998716;50,33600087;87,8546769;3,731325691;-3,164806028;42,91658878;73,64142702;0,793763346;-0,0970783;-0,25160068;0,378209215;0,680761654;0,167102654;-0,189765347;0,676482084;-0,116114853;-0,245166705;0,383108692;0,69686006;0,168088797;-0,201095973;0,65601742;-6,522557636;0,364820544;-1,001254545;44,82272371;70,59764133;108,7287514;-4,018321804;-2,890039997;-0,002633827;44,84439483;74,82270978;1,030181404;-4,686855525;-0,025260708;5,803218102;49,21553005;73,28232167;118,9479074;1,628243236;-9,162108502;-1,880172309;42,32107097;71,49804885;-2,589188059
-5,523102678;0,362487977;20,66303117;35,07864754;63,73786511;49,67192965;92,91731758;-1,848859053;-4,237590116;44,29129661;72,50544656;-2,476069299;-6,609899493;-0,747612936;18,13887336;25,51560986;58,84516983;49,8314624;88,45858333;3,738496714;-3,112320292;42,91559929;73,64162125;0,794080532;-0,097080665;-0,251599587;0,378206673;0,68075944;0,167110511;-0,189774535;0,676479343;-0,116111489;-0,245167879;0,383107152;0,696853565;0,168097188;-0,201102131;0,656019518;-6,520884755;0,364943387;-1,000313257;44,81755545;70,59716125;108,7290728;-4,019445899;-2,890302704;-0,002043818;44,84319822;74,82354858;1,030574783;-4,689123491;-0,026878898;5,806528164;49,21371005;73,28105918;118,9475952;1,627816055;-9,16240649;-1,880165342;42,32033253;71,49901938;-2,588727822
-5,526626211;0,359911177;20,70304758;35,03812001;63,68874456;49,22779016;93,51347823;-1,835656517;-4,16769002;44,29034611;72,5063483;-2,47571639;-6,613545031;-0,74752689;18,17476599;25,48336155;58,79183104;49,33288173;89,05962984;3,746077687;-3,059070487;42,91460226;73,64174564;0,794444143;-0,09708329;-0,251598442;0,378204132;0,680757937;0,167117069;-0,189782844;0,676476465;-0,116107917;-0,245168912;0,383105779;0,696846644;0,168105713;-0,201107937;0,656022007;-6,519779567;0,364939445;-0,999463015;44,81259059;70,59670435;108,7293188;-4,020424991;-2,890647382;-0,001697501;44,84230685;74,82457176;1,030994513;-4,691036564;-0,029276477;5,809083997;49,21204296;73,27966342;118,9472507;1,627403736;-9,16257899;-1,880239817;42,31966517;71,49997982;-2,588200493
-5,529914638;0,357562979;20,7424368;34,99879764;63,6406612;48,79017037;94,10615024;-1,824641842;-4,097881208;44,28982793;72,50733699;-2,475413658;-6,617079713;-0,747682654;18,20944825;25,4521758;58,73973674;48,83899465;89,65708323;3,752980047;-3,005694982;42,91363557;73,64182725;0,794829307;-0,097086181;-0,251597439;0,37820144;0,680756839;0,16712272;-0,189789929;0,676473597;-0,116104281;-0,245169848;0,383104528;0,696839593;0,168114246;-0,201113278;0,656024648;-6,518993407;0,364623389;-0,998473313;44,80840564;70,59582867;108,7287978;-4,021740973;-2,890955994;-0,001553467;44,8418323;74,82576956;1,031476767;-4,692842609;-0,031871986;5,811226944;49,21006024;73,27792475;118,9472661;1,627019676;-9,162709623;-1,880371893;42,31910781;71,50095156;-2,587676792
-5,533205464;0,355710208;20,78132577;34,96132705;63,59427723;48,3577597;94,69490945;-1,814997022;-4,02827004;44,28937041;72,50826131;-2,475187017;-6,620614652;-0,748090563;18,24342111;25,42122652;58,68859236;48,34761838;90,25184293;3,759369309;-2,951635404;42,91271835;73,64191208;0,795076342;-0,097089444;-0,251596632;0,378198706;0,68075593;0,167128229;-0,189797018;0,676470524;-0,116100559;-0,245170777;0,383103362;0,696833288;0,16812254;-0,20111854;0,65602671;-6,518272801;0,364178963;-0,997350963;44,80438331;70,59485054;108,7284529;-4,023159467;-2,891298371;-0,001340047;44,84144373;74,82701816;1,032000591;-4,694558106;-0,033670711;5,813835617;49,20752684;73,27605424;118,9476078;1,626558965;-9,162907054;-1,880284965;42,31858037;71,50186868;-2,587184678
-5,536593394;0,353916927;20,81958052;34,92483528;63,54928637;47,92853893;95,28096146;-1,805900902;-3,959346239;44,2887916;72,50912377;-2,474968892;-6,624117614;-0,748590193;18,27750195;25,3910581;58,63847197;47,85992045;90,84394602;3,765045564;-2,897270022;42,91180441;73,64198911;0,795208233;-0,097092876;-0,251595723;0,378195981;0,68075525;0,167133961;-0,18980442;0,67646721;-0,116096761;-0,24517162;0,383102434;0,696827881;0,168130394;-0,201123604;0,656028145;-6,517536973;0,363758512;-0,996230792;44,80080507;70,59364189;108,7280307;-4,024361131;-2,891653984;-0,001013421;44,84096724;74,82824889;1,032513374;-4,696275555;-0,034603011;5,817085567;49,20450263;73,27411624;118,9481143;1,62602093;-9,163018047;-1,880235524;42,31799623;71,502713;-2,586706443
